id1,id2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH,CMI,DD1040
4375,"TOD",50.2,-120.216666666667,1000,4.4,15,-6.8,21.8,386,159,37.2,94.4,747,1219,4977,26,160,157,255,98,140,-37.5,34.9,12.4,642,416,59,-13.84,480
4376,"TOD",50.9833333333333,-120.3,1075,4,14.7,-7.7,22.4,488,223,28.7,65.8,838,1221,5095,26,165,147,258,111,172,-37.5,33.6,11.7,578,297,62,0.05,488
4377,"TOD",50.6333333333333,-119.583333333333,1000,4.4,15.3,-6.7,22,587,237,24.6,64.4,752,1263,4950,31,167,153,260,107,213,-36,34.8,11.2,595,293,62,7.81,516
4381,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4382,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4383,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4384,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4385,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4386,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4387,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4388,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4389,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4390,"",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,516
4400,"MGR",53.7,-122.183333333333,823,3,14.3,-9.8,24.1,861,335,15.1,42.6,1021,1096,5451,20,153,158,251,93,372,-40.3,33,10.9,548,168,60,40.75,402
4401,"MIC",53.7333333333333,-122.183333333333,914,2.6,13.7,-9.9,23.6,885,340,14.3,40.3,1063,1017,5595,16,148,160,249,89,401,-40.2,32.5,11.3,533,151,61,45.41,351
4402,"NCH",53.4166666666667,-122.483333333333,823,3.1,14.5,-10,24.5,659,310,19.9,46.8,1019,1124,5414,20,155,156,254,98,246,-40.1,33.1,11.5,547,188,61,20.68,421
4403,"NCH",53.45,-122.5,792,3.2,14.7,-10,24.7,656,304,20.2,48.4,1016,1149,5380,22,157,155,254,99,245,-40.4,33.2,11.3,553,199,60,19.5,436
4404,"MGR",53.7166666666667,-122.2,823,3,14.3,-9.8,24,863,334,15.1,42.7,1028,1097,5461,20,153,158,252,94,376,-40.3,33,10.7,547,169,60,41.12,402
4405,"NCH",53.2833333333333,-122.383333333333,914,2.9,14.2,-9.8,23.9,652,307,19.8,46.1,1029,1063,5503,18,153,157,254,97,254,-40.2,32.4,11.6,529,178,61,22.6,383
4406,"MGR",53.6666666666667,-122.166666666667,823,3,14.3,-9.9,24.2,845,333,15.4,43,1018,1098,5446,20,152,158,250,92,363,-40.2,33.1,10.8,549,171,60,38.89,403
4407,"NCH",53.4166666666667,-122.533333333333,762,3.4,14.9,-9.8,24.7,638,303,21.1,49.3,988,1181,5302,24,159,154,255,101,228,-40,33.4,11.5,559,206,60,16.65,458
4408,"NCH",53.4166666666667,-122.5,823,3.1,14.6,-10,24.6,655,308,20,47.2,1019,1126,5412,20,155,156,254,98,244,-40.1,33.1,11.5,548,190,61,20.21,422
4409,"CT",51.95,-121.183333333333,900,3.9,14.8,-8.5,23.3,520,250,26.6,59.1,874,1196,5151,24,152,159,250,91,177,-39.8,34.4,12.1,604,297,56,-0.85,465
4410,"MGR",53.8816666666667,-122.278055555556,760,3.2,14.7,-10.2,24.9,850,327,15.5,45.1,1035,1159,5390,23,159,153,255,102,364,-40.5,33.2,11.2,543,178,61,39.88,446
4411,"MGR",53.8336111111111,-121.922777777778,750,3.3,14.9,-10,24.8,938,368,14.2,40.3,1018,1172,5357,25,159,154,256,102,389,-40.2,33.2,11,548,146,61,47.97,455
4412,"MGR",53.6783333333333,-122.1775,820,3,14.3,-9.9,24.2,852,334,15.3,42.9,1020,1099,5447,20,153,158,251,93,366,-40.3,33.1,10.8,549,169,60,39.65,404
4413,"MGR",53.4227777777778,-122.499444444444,800,3.2,14.7,-9.9,24.6,656,308,20.2,47.6,1007,1144,5376,21,157,155,254,99,242,-40.1,33.2,11.5,552,194,60,19.69,433
4414,"MGR",53.7383333333333,-122.360555555556,840,2.9,14.3,-10,24.3,868,328,14.9,43.6,1047,1093,5488,20,154,156,253,97,387,-40.2,32.9,11.3,538,168,61,42.77,402
4415,"MGR",53.7363888888889,-122.178611111111,900,2.7,13.8,-9.9,23.7,886,340,14.3,40.5,1064,1029,5582,17,149,160,249,90,400,-40.2,32.5,11.3,534,152,61,45.34,358
4416,"MGR",53.7505555555556,-122.378333333333,815,3,14.4,-10,24.5,882,328,14.8,44.1,1036,1114,5450,21,155,155,253,98,393,-40.2,33,11.5,542,172,61,43.58,415
4417,"NCH",53.0547222222222,-122.034722222222,1030,2.9,13.8,-8.8,22.6,697,337,18.5,40.9,974,1009,5507,18,152,158,256,98,264,-39.3,31.5,11.5,518,136,62,28.71,349
4418,"CP",55.6333333333333,-126.116666666667,914,1.2,13,-12.7,25.7,580,245,19.3,52.9,1364,874,6110,11,137,166,246,80,275,-42.4,31.4,10.4,490,205,63,20.1,268
4419,"MGR",53.3833333333333,-122.116666666667,853,3,14.1,-10.1,24.2,792,342,16.4,41.1,1019,1074,5473,18,149,160,251,91,322,-40.2,33.1,11.7,551,161,59,33.72,386
4420,"NCH",53.4166666666667,-122.483333333333,823,3.1,14.5,-10,24.5,659,310,19.9,46.8,1019,1124,5414,20,155,156,254,98,246,-40.1,33.1,11.5,547,188,61,20.68,421
4421,"CP",54.7544444444444,-123.497222222222,900,1.3,13.5,-12.4,25.9,770,264,14.7,51.3,1380,936,6068,13,143,164,251,87,416,-42.8,31.9,11.1,485,170,63,40.25,313
4422,"MGR",53.8819444444444,-122.168055555556,760,3.2,14.6,-10.1,24.7,873,337,15.1,43.5,1027,1150,5395,23,158,154,254,101,372,-40.1,33.2,11.4,548,172,61,41.66,438
4423,"NCH",53.1791666666667,-122.095833333333,1045,2.6,13.4,-9.2,22.6,742,347,17,38.6,1019,962,5609,16,150,160,255,96,296,-39.6,31.3,11.5,505,118,63,34.97,319
4424,"TOD",49.2166666666667,-118.916666666667,755,6.3,17.7,-5.8,23.5,392,169,41.5,104.8,598,1682,4347,89,184,140,262,122,111,-34.1,38.3,11,747,512,59,-28.27,808
4425,"SA",50.1666666666667,-118.916666666667,850,5.6,16.8,-5.8,22.6,611,245,25.5,68.8,632,1499,4572,58,189,138,269,131,185,-33.6,35.7,11.4,644,295,64,7.37,681
4426,"SA",50.7,-119.183333333333,675,6.2,17.5,-5.6,23.2,668,245,24.3,71.6,589,1659,4359,84,200,132,271,138,210,-32.2,36.4,10.7,666,315,65,9.67,792
4427,"SA",50.6833333333333,-119.216666666667,960,5.2,16.4,-6.2,22.6,590,233,25.8,70.3,686,1451,4679,50,188,138,269,131,201,-34,34.9,11.4,622,293,66,7.52,647
4428,"SA",49.9333333333333,-118.216666666667,675,6.3,17.5,-4.8,22.3,703,263,23.2,66.4,528,1628,4313,79,199,138,271,133,190,-31.1,36.5,10.9,691,303,65,12.2,771
4429,"SA",50.7,-119.2,960,4.8,16.1,-6.7,22.8,669,245,22.2,65.7,735,1379,4812,42,183,141,267,126,257,-34.6,34.6,10.8,608,265,66,17.79,597
4430,"WK",49.95,-118.216666666667,675,6.3,17.4,-5,22.4,720,277,22.6,62.8,541,1621,4337,78,198,138,271,133,196,-31.2,36.4,10.8,690,288,65,14.08,767
4431,"SA",50.6833333333333,-119.216666666667,960,5.2,16.4,-6.2,22.6,590,233,25.8,70.3,686,1451,4679,50,188,138,269,131,201,-34,34.9,11.4,622,293,66,7.52,647
4432,"SA",50.6833333333333,-119.216666666667,960,5.2,16.4,-6.2,22.6,590,233,25.8,70.3,686,1451,4679,50,188,138,269,131,201,-34,34.9,11.4,622,293,66,7.52,647
4433,"TOD",50.7166666666667,-119.45,1650,1.8,12.7,-9.2,21.9,716,268,16.4,47.5,1128,842,5904,10,149,158,262,105,372,-40,30.4,13.4,458,131,67,38.64,254
4434,"TOD",50.9,-120.066666666667,1415,2.7,13.5,-8.3,21.8,682,268,18.7,50.4,986,987,5556,15,158,152,259,107,318,-38.2,31.8,12.6,503,168,66,29.61,341
4435,"TOD",50.7333333333333,-119.483333333333,1554,2.3,13.4,-8.6,22,686,260,18,51.6,1048,934,5696,13,159,152,269,117,339,-38.7,30.7,14.4,459,143,69,34.98,308
4436,"TOA",50.4666666666667,-119.933333333333,1493,2.2,12.6,-8.6,21.2,614,250,19.9,50.2,1016,845,5755,10,146,162,257,94,284,-39.1,31,13.8,492,175,65,25.11,249
4437,"TOD",49.4666666666667,-119.4,1280,3.7,14.5,-7.1,21.6,644,241,21.2,60,826,1094,5229,20,155,162,252,90,273,-36.4,33.8,12,574,259,63,17.57,415
4438,"TOA",50.3666666666667,-119.983333333333,1130,3.7,14.3,-7.3,21.6,515,204,26.6,70.1,822,1097,5203,19,155,157,255,98,205,-38.4,33.7,12.5,570,307,60,4.64,403
4439,"SA",50.6333333333333,-119.3,1290,3.5,14.5,-7.6,22.2,726,260,18.5,55.9,896,1115,5296,21,166,150,267,117,331,-37.7,32.5,11.7,521,193,66,31.35,424
4440,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
4501,"SA",50.3166666666667,-120.733333333333,910,4.1,15.5,-7,22.5,426,194,33.2,80.1,809,1219,5060,27,144,166,245,79,145,-40.5,35.8,11.6,671,401,53,-13.33,485
4502,"SA",51.1666666666667,-119.533333333333,700,6,17.9,-6.3,24.2,577,222,27.7,80.4,648,1660,4454,94,193,137,272,136,189,-33.5,36.3,9.9,661,349,64,1.04,811
4503,"WK",53.7666666666667,-122.733333333333,625,3.8,15.4,-9.7,25,638,278,21.7,55.2,955,1271,5173,29,165,148,256,108,235,-40,33.9,11.5,566,238,60,15.19,516
4504,"SA",50.6833333333333,-119.183333333333,925,5,16.2,-6.5,22.7,673,245,22.3,66.2,710,1411,4751,45,185,139,268,129,252,-34.4,34.7,11.5,617,270,66,16.94,618
4505,"SA",50.7666666666667,-119.483333333333,610,6.5,18,-5.4,23.4,570,210,28.9,85.7,560,1710,4284,98,200,134,272,138,164,-32.1,36.5,10.4,688,367,64,-1.72,834
4506,"SA",50.95,-119.533333333333,1030,4.6,15.9,-6.8,22.8,683,255,21.3,62.4,762,1332,4912,40,179,143,271,127,267,-35.2,34,12.6,552,231,66,22.45,576
4507,"SA",50.7666666666667,-119.466666666667,650,6.3,17.8,-5.5,23.3,584,219,27.9,81.1,576,1670,4339,89,196,138,271,133,172,-32.5,36.5,9.9,674,354,64,0.15,805
4508,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
4509,"BSH",51.5333333333333,-117.216666666667,925,3.7,15.9,-9.9,25.8,687,193,20,82.4,1000,1313,5219,35,162,153,258,105,362,-39.3,34.7,12.3,602,347,62,16.86,557
4510,"EK",50.45,-115.633333333333,1075,3.6,15.8,-9.6,25.3,440,200,31,78.6,988,1269,5243,32,144,160,240,80,163,-41.4,36.2,12.3,651,388,54,-14.59,527
4511,"EK",50.5833333333333,-116.466666666667,1010,4.5,17.1,-7.4,24.5,1119,400,12.9,42.7,824,1371,4948,50,173,151,279,128,453,-33.9,35.5,-9999,635,134,67,60.36,604
4512,"BSH",51.5166666666667,-117.216666666667,840,4,16.1,-9.7,25.8,666,189,21,85.1,961,1360,5122,40,166,151,260,109,340,-39,34.9,11.9,609,359,61,13.67,587
4513,"SA",50.6666666666667,-119.283333333333,750,5.9,17.3,-5.8,23.1,647,229,24.6,75.8,620,1588,4468,73,194,135,270,134,216,-32.8,35.8,10.4,653,318,65,9.45,745
4514,"SA",51.15,-119.533333333333,670,6.1,17.9,-6.2,24.2,566,221,28.5,81.1,636,1678,4423,96,194,136,273,137,181,-33.3,36.5,9.8,667,359,64,-0.93,822
4515,"BSH",51.5166666666667,-117.216666666667,840,4,16.1,-9.7,25.8,666,189,21,85.1,961,1360,5122,40,166,151,260,109,340,-39,34.9,11.9,609,359,61,13.67,587
4516,"SA",50.6833333333333,-119.216666666667,960,5.2,16.4,-6.2,22.6,590,233,25.8,70.3,686,1451,4679,50,188,138,269,131,201,-34,34.9,11.4,622,293,66,7.52,647
4517,"SA",50.6833333333333,-119.216666666667,850,5.7,16.9,-5.8,22.8,585,228,26.8,74.2,639,1539,4532,63,193,136,270,134,188,-33.3,35.4,11.2,640,315,66,4.68,709
4518,"SA",50.6833333333333,-119.183333333333,925,5,16.2,-6.5,22.7,673,245,22.3,66.2,710,1411,4751,45,185,139,268,129,252,-34.4,34.7,11.5,617,270,66,16.94,618
4519,"WK",53.7666666666667,-122.733333333333,625,3.8,15.4,-9.7,25,638,278,21.7,55.2,955,1271,5173,29,165,148,256,108,235,-40,33.9,11.5,566,238,60,15.19,516
4520,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
4521,"SA",50.7666666666667,-119.466666666667,650,6.3,17.8,-5.5,23.3,584,219,27.9,81.1,576,1670,4339,89,196,138,271,133,172,-32.5,36.5,9.9,674,354,64,0.15,805
4522,"SA",50.7,-119.2,960,4.8,16.1,-6.7,22.8,669,245,22.2,65.7,735,1379,4812,42,183,141,267,126,257,-34.6,34.6,10.8,608,265,66,17.79,597
4523,"SA",50.6833333333333,-119.183333333333,925,5,16.2,-6.5,22.7,673,245,22.3,66.2,710,1411,4751,45,185,139,268,129,252,-34.4,34.7,11.5,617,270,66,16.94,618
4524,"WK",53.7666666666667,-122.733333333333,625,3.8,15.4,-9.7,25,638,278,21.7,55.2,955,1271,5173,29,165,148,256,108,235,-40,33.9,11.5,566,238,60,15.19,516
4525,"WK",53.7666666666667,-122.733333333333,625,3.8,15.4,-9.7,25,638,278,21.7,55.2,955,1271,5173,29,165,148,256,108,235,-40,33.9,11.5,566,238,60,15.19,516
4526,"SA",50.6666666666667,-119.3,900,5.3,16.5,-6.3,22.8,636,223,24,73.9,687,1455,4679,51,187,140,269,129,233,-33.9,35.1,10.2,628,300,66,11.65,650
4527,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
4528,"TOD",50.8166666666667,-120.3,1075,5.2,18.8,-7.3,26.1,608,244,25,77,791,1600,4739,109,169,146,259,113,216,-36.6,37.8,9.9,722,401,58,-6.68,800
4529,"SA",50.7666666666667,-119.466666666667,650,6.3,17.8,-5.5,23.3,584,219,27.9,81.1,576,1670,4339,89,196,138,271,133,172,-32.5,36.5,9.9,674,354,64,0.15,805
4530,"BSH",51.3666666666667,-117.216666666667,925,4.4,16.9,-9,25.8,1683,394,8.5,42.8,938,1459,4993,56,178,139,266,127,889,-39.6,36.3,10.3,598,138,64,115.52,657
4531,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
4532,"SA",50.6666666666667,-119.283333333333,750,5.9,17.3,-5.8,23.1,647,229,24.6,75.8,620,1588,4468,73,194,135,270,134,216,-32.8,35.8,10.4,653,318,65,9.45,745
4533,"SA",50.6666666666667,-119.3,600,6.6,18.1,-5.2,23.3,598,215,27.8,83.9,548,1732,4244,102,203,133,273,140,172,-31.8,36.7,10,692,363,65,0.49,848
4534,"SA",51.15,-119.55,580,6.5,18.4,-6,24.3,558,214,29.5,85.9,598,1762,4295,115,199,133,273,139,171,-32.7,36.9,9.8,684,382,64,-4.06,881
4535,"EK",50.8833333333333,-116.466666666667,1010,3.9,16,-9.6,25.6,597,231,23.3,69.4,978,1347,5150,39,162,150,254,104,254,-39.7,35.4,12,622,326,60,4.73,577
4536,"EK",50.5833333333333,-115.783333333333,1075,3.6,15.7,-9.6,25.3,474,219,28.7,71.5,987,1254,5257,31,149,157,245,87,170,-40.9,35.5,12,629,341,56,-7.95,518
4537,"SA",50.6666666666667,-119.266666666667,850,5.4,16.7,-6.2,22.9,650,224,23.7,74.6,670,1495,4615,57,190,137,270,133,238,-33.7,35.2,12,631,304,66,12.59,678
4538,"CT",52.1833333333333,-121.5,1000,3.4,14.3,-8.5,22.8,581,270,23.1,52.9,902,1104,5300,19,149,161,249,88,211,-39.7,33.7,11.6,572,243,58,9.86,406
4539,"SA",50.6666666666667,-119.3,600,6.6,18.1,-5.2,23.3,598,215,27.8,83.9,548,1732,4244,102,203,133,273,140,172,-31.8,36.7,10,692,363,65,0.49,848
4540,"SA",51.15,-119.533333333333,670,6.1,17.9,-6.2,24.2,566,221,28.5,81.1,636,1678,4423,96,194,136,273,137,181,-33.3,36.5,9.8,667,359,64,-0.93,822
4541,"SA",50.6333333333333,-119.3,1290,3.5,14.5,-7.6,22.2,726,260,18.5,55.9,896,1115,5296,21,166,150,267,117,331,-37.7,32.5,11.7,521,193,66,31.35,424
4542,"EK",50.8166666666667,-116.416666666667,1150,3.2,15.1,-10,25.2,612,243,21.5,62.3,1053,1188,5400,25,152,156,250,94,272,-40.6,34.5,12,597,288,59,10.57,471
4543,"SA",49.9166666666667,-119.066666666667,1290,3.4,14.2,-7.2,21.4,665,278,20.1,51,866,1056,5327,19,152,162,255,94,266,-37,33.8,12.8,567,211,62,20.52,386
4544,"SA",50.95,-119.516666666667,1020,4.5,15.9,-7,22.9,687,259,21.1,61.5,779,1326,4938,40,178,145,269,125,272,-35.3,34,12.8,553,227,66,22.8,572
4545,"EK",50.45,-115.633333333333,1075,3.6,15.8,-9.6,25.3,440,200,31,78.6,988,1269,5243,32,144,160,240,80,163,-41.4,36.2,12.3,651,388,54,-14.59,527
4546,"EK",50.5833333333333,-115.783333333333,1075,3.6,15.7,-9.6,25.3,474,219,28.7,71.5,987,1254,5257,31,149,157,245,87,170,-40.9,35.5,12,629,341,56,-7.95,518
4547,"EK",51.0333333333333,-116.683333333333,1350,2.4,14.1,-10,24.1,798,218,15.5,64.6,1126,1018,5691,16,145,162,250,88,460,-42.1,32.9,12.7,549,259,60,35.77,365
4548,"SA",50.25,-120.05,1150,3.6,14.4,-7.3,21.7,426,168,31.9,85.8,842,1092,5238,20,154,159,255,96,176,-38.8,34.1,12.1,577,356,60,-5,403
4549,"TOD",50.3333333333333,-119.116666666667,1125,4.2,15.2,-6.8,22,762,265,18.6,57.4,793,1237,5038,30,172,146,264,118,319,-36.4,33.8,12,560,222,65,29.86,503
4550,"EK",50.8833333333333,-116.466666666667,1010,3.9,16,-9.6,25.6,597,231,23.3,69.4,978,1347,5150,39,162,150,254,104,254,-39.7,35.4,12,622,326,60,4.73,577
4662,"TOD",50.9,-120.066666666667,1415,2.7,13.5,-8.3,21.8,682,268,18.7,50.4,986,987,5556,15,158,152,259,107,318,-38.2,31.8,12.6,503,168,66,29.61,341
4700,"WK",49.3,-117.933333333333,1200,5.2,16.6,-5.9,22.5,910,271,16.7,61.1,671,1420,4708,51,191,134,275,141,349,-33.4,34.4,10.6,594,207,68,43.45,635
4701,"TOA",50.3166666666667,-120.5,1510,2.1,12.4,-8,20.4,469,207,25.9,60.2,999,815,5775,9,138,168,253,85,212,-39.7,31.2,13.2,502,243,62,9.87,235
4702,"TOD",50.75,-119.483333333333,1158,3.9,14.9,-7.2,22.1,634,236,21.9,63.2,831,1168,5156,26,166,153,265,112,264,-36.5,33.3,12,547,244,64,18.93,463
4703,"SA",50.1,-118.866666666667,1200,3.7,14.6,-6.8,21.4,819,302,16.8,48.3,819,1111,5203,22,163,152,259,108,332,-36.4,33.8,12,553,171,64,36.99,422
4704,"SA",51.75,-121.516666666667,1140,3,13.9,-8.6,22.5,458,228,28.5,60.9,952,1030,5447,16,145,162,247,85,163,-40,32.8,11.9,560,279,59,-0.16,361
4705,"EK",50.8166666666667,-116.416666666667,1150,3.2,15.1,-10,25.2,612,243,21.5,62.3,1053,1188,5400,25,152,156,250,94,272,-40.6,34.5,12,597,288,59,10.57,471
4706,"EK",50.45,-115.633333333333,1075,3.6,15.8,-9.6,25.3,440,200,31,78.6,988,1269,5243,32,144,160,240,80,163,-41.4,36.2,12.3,651,388,54,-14.59,527
4707,"TOD",50.9833333333333,-120.3,1075,4,14.7,-7.7,22.4,488,223,28.7,65.8,838,1221,5095,26,165,147,258,111,172,-37.5,33.6,11.7,578,297,62,0.05,488
4708,"SA",50.95,-119.55,1220,3.7,15,-7.4,22.4,678,253,20.3,59.4,860,1173,5201,27,171,146,270,124,294,-36.4,32.7,12.9,515,199,68,26.92,469
4709,"WK",49.3,-117.933333333333,1200,5.2,16.6,-5.9,22.5,910,271,16.7,61.1,671,1420,4708,51,191,134,275,141,349,-33.4,34.4,10.6,594,207,68,43.45,635
4710,"SA",50.1666666666667,-118.583333333333,1265,3.7,14.5,-6.9,21.3,703,291,19.5,49.6,826,1103,5223,21,162,155,263,108,272,-36.5,33.4,10.7,548,188,64,25.87,417
4711,"SA",50.95,-119.533333333333,1030,4.6,15.9,-6.8,22.8,683,255,21.3,62.4,762,1332,4912,40,179,143,271,127,267,-35.2,34,12.6,552,231,66,22.45,576
4712,"SA",50.6333333333333,-119.3,1290,3.5,14.5,-7.6,22.2,726,260,18.5,55.9,896,1115,5296,21,166,150,267,117,331,-37.7,32.5,11.7,521,193,66,31.35,424
4713,"SA",50.75,-119.483333333333,1158,3.9,14.9,-7.2,22.1,634,236,21.9,63.2,831,1168,5156,26,166,153,265,112,264,-36.5,33.3,12,547,244,64,18.93,463
4714,"SA",50.95,-119.55,1220,3.7,15,-7.4,22.4,678,253,20.3,59.4,860,1173,5201,27,171,146,270,124,294,-36.4,32.7,12.9,515,199,68,26.92,469
4715,"EK",50.45,-115.633333333333,1075,3.6,15.8,-9.6,25.3,440,200,31,78.6,988,1269,5243,32,144,160,240,80,163,-41.4,36.2,12.3,651,388,54,-14.59,527
4716,"EK",50.45,-115.633333333333,1075,3.6,15.8,-9.6,25.3,440,200,31,78.6,988,1269,5243,32,144,160,240,80,163,-41.4,36.2,12.3,651,388,54,-14.59,527
4717,"EK",50.8833333333333,-116.466666666667,1010,3.9,16,-9.6,25.6,597,231,23.3,69.4,978,1347,5150,39,162,150,254,104,254,-39.7,35.4,12,622,326,60,4.73,577
4718,"EK",50.8833333333333,-116.466666666667,1010,3.9,16,-9.6,25.6,597,231,23.3,69.4,978,1347,5150,39,162,150,254,104,254,-39.7,35.4,12,622,326,60,4.73,577
4719,"WK",49.6166666666667,-116.133333333333,1005,4.8,16.7,-7.7,24.4,562,211,26.3,79.2,789,1427,4845,51,170,145,258,113,217,-37.9,36.2,11.7,662,350,60,0.67,637
4720,"EK",49.6333333333333,-116.05,1000,4.9,17,-7.9,24.8,495,197,30.1,86.3,791,1471,4807,58,171,144,258,114,183,-37.8,36.4,11.3,676,388,59,-8.14,668
4721,"SA",50.95,-119.516666666667,1020,4.5,15.9,-7,22.9,687,259,21.1,61.5,779,1326,4938,40,178,145,269,125,272,-35.3,34,12.8,553,227,66,22.8,572
4722,"SA",50.6333333333333,-119.3,1290,3.5,14.5,-7.6,22.2,726,260,18.5,55.9,896,1115,5296,21,166,150,267,117,331,-37.7,32.5,11.7,521,193,66,31.35,424
4723,"SA",51.1666666666667,-119.516666666667,900,5.1,16.9,-6.8,23.7,617,240,24.5,70.5,736,1480,4745,62,183,142,271,129,226,-34.8,35.3,10.2,616,284,65,11.01,689
4724,"SA",50.6666666666667,-119.3,900,5.3,16.5,-6.3,22.8,636,223,24,73.9,687,1455,4679,51,187,140,269,129,233,-33.9,35.1,10.2,628,300,66,11.65,650
4725,"SA",50.6833333333333,-119.183333333333,925,5,16.2,-6.5,22.7,673,245,22.3,66.2,710,1411,4751,45,185,139,268,129,252,-34.4,34.7,11.5,617,270,66,16.94,618
4726,"SA",51.1666666666667,-119.516666666667,900,5.1,16.9,-6.8,23.7,617,240,24.5,70.5,736,1480,4745,62,183,142,271,129,226,-34.8,35.3,10.2,616,284,65,11.01,689
4727,"SA",50.6333333333333,-119.3,1290,3.5,14.5,-7.6,22.2,726,260,18.5,55.9,896,1115,5296,21,166,150,267,117,331,-37.7,32.5,11.7,521,193,66,31.35,424
4728,"SA",50.6833333333333,-119.183333333333,925,5,16.2,-6.5,22.7,673,245,22.3,66.2,710,1411,4751,45,185,139,268,129,252,-34.4,34.7,11.5,617,270,66,16.94,618
4729,"EK",50.95,-119.55,1220,3.7,15,-7.4,22.4,678,253,20.3,59.4,860,1173,5201,27,171,146,270,124,294,-36.4,32.7,12.9,515,199,68,26.92,469
4730,"SA",50.95,-119.516666666667,1020,4.5,15.9,-7,22.9,687,259,21.1,61.5,779,1326,4938,40,178,145,269,125,272,-35.3,34,12.8,553,227,66,22.8,572
4731,"SA",50.6833333333333,-119.2,960,4.9,16.1,-6.9,23,746,253,20,63.5,743,1402,4796,44,185,139,267,128,302,-34.1,34.8,11,616,261,67,24.17,611
4732,"EK",50.45,-115.633333333333,1075,3.6,15.8,-9.6,25.3,440,200,31,78.6,988,1269,5243,32,144,160,240,80,163,-41.4,36.2,12.3,651,388,54,-14.59,527
4733,"TOA",50.2166666666667,-120.233333333333,1040,4.2,14.9,-6.9,21.8,393,162,36.1,91.9,766,1190,5031,25,159,156,255,99,146,-37.6,34.7,12.8,600,391,59,-11.99,465
4734,"TOD",50.3333333333333,-119.116666666667,1125,4.2,15.2,-6.8,22,762,265,18.6,57.4,793,1237,5038,30,172,146,264,118,319,-36.4,33.8,12,560,222,65,29.86,503
4735,"EK",50.5833333333333,-115.783333333333,1075,3.6,15.7,-9.6,25.3,474,219,28.7,71.5,987,1254,5257,31,149,157,245,87,170,-40.9,35.5,12,629,341,56,-7.95,518
4736,"TOD",50.3333333333333,-119.116666666667,1125,4.2,15.2,-6.8,22,762,265,18.6,57.4,793,1237,5038,30,172,146,264,118,319,-36.4,33.8,12,560,222,65,29.86,503
